"UK3CB_BAF_6Rnd_30mm_L21A1_APDS","30mm APDS"
"UK3CB_CW_US_B_LATE_V_PASGT_Crew_Vest","PASGT Crew Vest [US Late] (Woodland)"
"UK3CB_CW_US_B_LATE_V_PASGT_Medic_Vest","PASGT Medic Vest [US Late] (Woodland)"
"UK3CB_CW_US_B_LATE_V_PASGT_MG_Vest","PASGT MG Vest [US] (Woodland)"
"UK3CB_TKA_B_U_CombatUniform_01_WDL","Combat Uniform [TKA] (Woodland) A"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_01_WDL","Combat Uniform [TKA] (Woodland) B"
"UK3CB_TKA_B_U_CombatUniform_02_WDL","Combat Uniform [TKA] (Woodland) C"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_02_WDL","Combat Uniform [TKA] (Woodland) D"
"UK3CB_TKA_B_U_CombatUniform_01_DES_MARPAT","Combat Uniform [TKA] (Desert Marpat) A"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_01_DES_MARPAT","Combat Uniform [TKA] (Desert Marpat) B"
"UK3CB_TKA_B_U_CombatUniform_02_DES_MARPAT","Combat Uniform [TKA] (Desert Marpat) C"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_02_DES_MARPAT","Combat Uniform [TKA] (Desert Marpat) D"
"UK3CB_TKA_B_U_CombatUniform_01_Navy","Combat Uniform [TKN] (Navy Digital) A"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_01_Navy","Combat Uniform [TKN] (Navy Digital) B"
"UK3CB_TKA_B_U_CombatUniform_02_Navy","Combat Uniform [TKN] (Navy Digital) C"
"UK3CB_TKA_B_U_CombatUniform_Shortsleeve_02_Navy","Combat Uniform [TKN] (Navy Digital) D"
"UK3CB_TKA_B_U_CrewUniform_WDL","Combat Uniform Crew [TKA] (Woodland)"
"UK3CB_TKA_B_U_CombatUniform_Ghillie_WDL","Ghillie Suit [TKA] (Woodland)"
"UK3CB_TKA_B_U_CombatUniform_Ghillie_DES_MARPAT","Ghillie Suit [TKA] (Desert Marpat)"
"UK3CB_TKA_B_U_H_Pilot_DES","Heli Pilot Coveralls [TKA] (Desert)"
"UK3CB_TKA_B_U_Officer_WDL","Combat Uniform Officer [TKA] (Woodland)"
"UK3CB_TKA_B_U_J_Pilot_NATO","Jet Pilot Coveralls [TKA] (NATO)"
"UK3CB_TKA_B_H_Beret","Beret [TKA] (Black)"
"UK3CB_TKA_B_H_WDL","ACH (Woodland Alt)"
"UK3CB_TKA_B_H_NDIGI","ACH (Navy Digital)"
"UK3CB_TKA_B_H_DES_MARPAT","ACH (Desert Marpat)"
"UK3CB_TKA_B_H_BoonieHat_WDL","Boonie Hat [TKA] (Woodland)"
"UK3CB_TKA_B_H_Patrolcap_WDL","Patrol Cap [TKA] (Woodland)"
"UK3CB_TKA_B_H_Patrolcap_OFF_WDL","Patrol Cap [TKA] (Woodland)"
"UK3CB_TKA_B_V_GA_LITE_TAN","GA Carrier Lite (Tan)"
"UK3CB_TKA_B_V_GA_HEAVY_TAN","GA Carrier Rig (Tan)"
"UK3CB_TKA_B_V_GA_LITE_WDL","GA Carrier Lite (Woodland)"
"UK3CB_TKA_B_V_GA_HEAVY_WDL","GA Carrier Rig (Woodland)"
"UK3CB_TKA_B_V_GA_LITE_BLK","GA Carrier Lite (Black)"
"UK3CB_TKA_B_V_GA_HEAVY_BLK","GA Carrier Rig (Black)"
"UK3CB_TKA_B_V_GA_LITE_NDIGI","GA Carrier Lite (Navy Digital)"
"UK3CB_TKA_B_V_GA_HEAVY_NDIGI","GA Carrier Rig (Navy Digital)"
"UK3CB_TKA_B_V_GA_LITE_DES_MARPAT","GA Carrier Lite (Desert Marpat)"
"UK3CB_TKA_B_V_GA_HEAVY_DES_MARPAT","GA Carrier Rig (Desert Marpat)"
"UK3CB_TKA_B_V_Carrier_Tan","Carrier Vest (Tan)"
"UK3CB_TKA_B_V_TacVest_Tan","Tactical Vest (Tan)"
"UK3CB_TKA_I_U_CombatUniform_01_OLI","M88 [TKA] (Olive) A"
"UK3CB_TKA_I_U_CombatUniform_02_OLI","M88 [TKA] (Olive) B"
"UK3CB_TKA_I_U_CombatUniform_03_OLI","M88 [TKA] (Olive) C"
"UK3CB_TKA_I_U_CombatUniform_01_TKA_Brush","M88 [TKA] (Takistani Brush) A"
"UK3CB_TKA_I_U_CombatUniform_02_TKA_Brush","M88 [TKA] (Takistani Brush) B"
"UK3CB_TKA_I_U_CombatUniform_03_TKA_Brush","M88 [TKA] (Takistani Brush) C"
"UK3CB_TKA_I_U_CombatUniform_01_GREY","M88 [TKN] (Navy Grey) A"
"UK3CB_TKA_I_U_CombatUniform_02_GREY","M88 [TKN] (Navy Grey) B"
"UK3CB_TKA_I_U_CombatUniform_03_GREY","M88 [TKN] (Navy Grey) C"
"UK3CB_TKA_I_U_CrewUniform_01_KHK","M88 Crew [TKA] (Khaki) A"
"UK3CB_TKA_I_U_CrewUniform_02_KHK","M88 Crew [TKA] (Khaki) B"
"UK3CB_TKA_I_U_CrewUniform_03_KHK","M88 Crew [TKA] (Khaki) C"
"UK3CB_TKA_I_U_CombatUniform_Ghillie_OLI","Ghillie Suit [TKA] (Olive)"
"UK3CB_TKA_I_U_CombatUniform_Ghillie_TKA_Brush","Ghillie Suit [TKA] (Takistani Brush)"
"UK3CB_TKA_I_U_H_Pilot_01_DES","Heli Pilot Coveralls [TKA] (Desert) A"
"UK3CB_TKA_I_U_H_Pilot_02_DES","Heli Pilot Coveralls [TKA] (Desert) B"
"UK3CB_TKA_I_U_H_Pilot_03_DES","Heli Pilot Coveralls [TKA] (Desert) C"
"UK3CB_TKA_I_U_Officer_OLI","M88 Officer [TKA] (Olive)"
"UK3CB_TKA_I_U_J_Pilot_Des","Jet Pilot Coveralls [TKA] (Desert)"
"UK3CB_TKA_I_H_SSh68_Oli","SSh68 Helmet (Olive)"
"UK3CB_TKA_I_H_SSh68_Khk","SSh68 Helmet (Khaki)"
"UK3CB_TKA_I_H_SSh68_Grey","SSh68 Helmet (Grey)"
"UK3CB_TKA_I_H_Beret","Beret [TKA] (Black)"
"UK3CB_TKA_I_H_Shemag_Des","Shemag (Tan)"
"UK3CB_TKA_I_H_Patrolcap_OLI","Patrol Cap [TKA] (Olive)"
"UK3CB_TKA_I_H_Patrolcap_OFF_OLI","Patrol Cap Officer [TKA] (Olive)"
"UK3CB_TKA_I_V_6Sh92_Des","6Sh92 Sand"
"UK3CB_TKA_I_V_6Sh92_Radio_Des","6Sh92 Sand (Radio)"
"UK3CB_TKA_I_V_6Sh92_vog_Des","6Sh92 Sand (Vog)"
"UK3CB_TKA_I_V_6Sh92_Khk","6Sh92 Khaki"
"UK3CB_TKA_I_V_6Sh92_Radio_Khk","6Sh92 Khaki (Radio)"
"UK3CB_TKA_I_V_6Sh92_vog_Khk","6Sh92 Khaki (Vog)"
"UK3CB_TKA_I_V_6Sh92_Grey","6Sh92 Navy Grey"
"UK3CB_TKA_I_V_6Sh92_Radio_Grey","6Sh92 Navy Grey (Radio)"
"UK3CB_TKA_I_V_6Sh92_vog_Grey","6Sh92 Navy Grey (Vog)"
"UK3CB_TKA_I_V_6Sh92_TKA_Brush","6Sh92 Takistan Brush"
"UK3CB_TKA_I_V_6Sh92_Radio_TKA_Brush","6Sh92 Takistan Brush (Radio)"
"UK3CB_TKA_I_V_6Sh92_vog_TKA_Brush","6Sh92 Takistan Brush (Vog)"
"UK3CB_TKA_I_V_6Sh92_Oli","6Sh92 Olive"
"UK3CB_TKA_I_V_6Sh92_Radio_Oli","6Sh92 Olive (Radio)"
"UK3CB_TKA_I_V_6Sh92_vog_Oli","6Sh92 Olive (Vog)"
"UK3CB_TKA_I_V_vydra_3m_Tan","Vydra-3M Tan"
"UK3CB_TKA_I_V_vydra_3m_TKA_Brush","Vydra-3M Takistan Brush"
"UK3CB_TKA_O_U_CombatUniform_01_ADPM","M88 [TKA] (Arid DPM) A"
"UK3CB_TKA_O_U_CombatUniform_02_ADPM","M88 [TKA] (Arid DPM) B"
"UK3CB_TKA_O_U_CombatUniform_03_ADPM","M88 [TKA] (Arid DPM) C"
"UK3CB_TKA_O_U_CombatUniform_01_Des_TKA_Brush","M88 [TKA] (Desert Takistani Brush) A"
"UK3CB_TKA_O_U_CombatUniform_02_Des_TKA_Brush","M88 [TKA] (Desert Takistani Brush) B"
"UK3CB_TKA_O_U_CombatUniform_03_Des_TKA_Brush","M88 [TKA] (Desert Takistani Brush) C"
"UK3CB_TKA_O_U_CombatUniform_01_NDPM","M88 [TKN] (Navy DPM) A"
"UK3CB_TKA_O_U_CombatUniform_02_NDPM","M88 [TKN] (Navy DPM) B"
"UK3CB_TKA_O_U_CombatUniform_03_NDPM","M88 [TKN] (Navy DPM) C"
"UK3CB_TKA_O_U_CrewUniform_01_ADPM","M88 Crew [TKA] (Arid DPM) A"
"UK3CB_TKA_O_U_CrewUniform_02_ADPM","M88 Crew [TKA] (Arid DPM) B"
"UK3CB_TKA_O_U_CrewUniform_03_ADPM","M88 Crew [TKA] (Arid DPM) C"
"UK3CB_TKA_O_U_CombatUniform_Ghillie_ADPM","Ghillie Suit [TKA] (Arid DPM)"
"UK3CB_TKA_O_U_CombatUniform_Ghillie_Des_TKA_Brush","Ghillie Suit [TKA] (Desert Takistani Brush)"
"UK3CB_TKA_O_U_H_Pilot_01_ADD","Heli Pilot Coveralls [TKA] (Air Force Desert Digital) A"
"UK3CB_TKA_O_U_H_Pilot_02_ADD","Heli Pilot Coveralls [TKA] (Air Force Desert Digital) B"
"UK3CB_TKA_O_U_H_Pilot_03_ADD","Heli Pilot Coveralls [TKA] (Air Force Desert Digital) C"
"UK3CB_TKA_O_U_Officer_ADPM","M88 Officer [TKA] (Arid DPM)"
"UK3CB_TKA_O_U_J_Pilot_Digi","Jet Pilot Coveralls [TKA] (Air Force Desert Digital)"
"UK3CB_TKA_O_H_6b27m_ADPM","6b27M Arid DPM"
"UK3CB_TKA_O_H_6b27m_ESS_ADPM","6b27M Arid DPM (ESS)"
"UK3CB_TKA_O_H_6b27m_Surpat","6b27M Surpat"
"UK3CB_TKA_O_H_6b27m_ESS_Surpat","6b27M Surpat (ESS)"
"UK3CB_TKA_O_H_6b7_1m_bala1_TAN","6B7-1M (Tan/Balaclava)"
"UK3CB_TKA_O_H_6b7_1m_ess_bala1_TAN","6B7-1M (Tan ESS/Balaclava)"
"UK3CB_TKA_O_H_6b7_1m_bala2_DES","6B7-1M (Desert/Balaclava)"
"UK3CB_TKA_O_H_6b7_1m_bala2_Surpat","6B7-1M (Surpat/Balaclava)"
"UK3CB_TKA_O_H_6b27m_NDPM","6b27M Navy DPM"
"UK3CB_TKA_O_H_6b27m_ESS_NDPM","6b27M Navy DPM (ESS)"
"UK3CB_TKA_O_H_6b27m_Tan","6b27M Tan"
"UK3CB_TKA_O_H_6b27m_ESS_Tan","6b27M Tan (ESS)"
"UK3CB_TKA_O_H_6b27m_Blue","6b27M Navy Blue"
"UK3CB_TKA_O_H_6b27m_ESS_Blue","6b27M Navy Blue (ESS)"
"UK3CB_TKA_O_H_zsh7a_Des","ZSh-7A Tan (KM-35)"
"UK3CB_TKA_O_H_zsh7a_Des_alt","ZSh-7A Tan (KM-35)"
"UK3CB_TKA_O_H_zsh7a_mike_Des","ZSh-7A Tan"
"UK3CB_TKA_O_H_zsh7a_mike_Des_alt","ZSh-7A Tan"
"UK3CB_TKA_O_H_Beret","Beret Officer [TKA] (Black)"
"UK3CB_TKA_O_H_Patrolcap_ADPM","Patrol Cap [TKA] (Arid DPM)"
"UK3CB_TKA_O_H_Patrolcap_OFF_ADPM","Patrol Cap [TKA] (Arid DPM)"
"UK3CB_TKA_O_V_6b23_ml_Surpat","6b23 Vest Surpat (Rifleman)"
"UK3CB_TKA_O_V_6b23_ml_Surpat_02","6b23 Vest Surpat (6Sh92)"
"UK3CB_TKA_O_V_6b23_ML_6sh92_radio_Surpat","6b23 Vest Surpat (6Sh92/Radio)"
"UK3CB_TKA_O_V_6b23_medic_Surpat","6b23 Vest Surpat (Medic)"
"UK3CB_TKA_O_V_6b23_ml_sniper_Surpat","6b23 Vest Surpat (Sniper)"
"UK3CB_TKA_O_V_6b23_ml_engineer_Surpat","6b23 Vest Surpat (Engineer)"
"UK3CB_TKA_O_V_6b23_ml_6sh92_vog_Surpat","6b23 Vest Surpat (6Sh92/VOG)"
"UK3CB_TKA_O_V_6b23_ml_Oli_TKA_Brush","6b23 Vest TKA Brush (6Sh92)"
"UK3CB_TKA_O_V_6b23_ML_6sh92_radio_Oli_TKA_Brush","6b23 Vest TKA Brush (6Sh92/Radio)"
"UK3CB_TKA_O_V_6b23_ml_6sh92_vog_Oli_TKA_Brush","6b23 Vest TKA Brush (6Sh92/VOG)"
"UK3CB_TKA_O_V_6b23_ml_Oli_ADPM","6b23 Vest TKA Arid DPM (Rifleman)"
"UK3CB_TKA_O_V_6b23_ML_6sh92_radio_Oli_ADPM","6b23 Vest TKA Arid DPM (6Sh92/Radio)"
"UK3CB_TKA_O_V_6b23_ml_6sh92_vog_Oli_ADPM","6b23 Vest TKA Arid DPM (6Sh92/VOG)"
"UK3CB_TKA_O_V_6b23_ml_Oli","6b23 Vest Olive (Rifleman)"
"UK3CB_TKA_O_V_6b23_ml_Oli_02","6b23 Vest Olive (6Sh92)"
"UK3CB_TKA_O_V_6b23_medic_Oli","6b23 Vest Olive (Medic)"
"UK3CB_TKA_O_V_6b23_ml_sniper_Oli","6b23 Vest Olive (Sniper)"
"UK3CB_TKA_O_V_6b23_ml_engineer_Oli","6b23 Vest Olive (Engineer)"
"UK3CB_TKA_O_V_6b23_ml_crew_Oli","6b23 Vest Olive (Crew)"
"UK3CB_TKA_O_V_6b23_ml_crewofficer_Oli","6b23 Vest Olive (Crew Officer)"
"UK3CB_TKA_O_V_6b23_ML_6sh92_radio_Oli","6b23 Vest Olive (6Sh92/Radio)"
"UK3CB_TKA_O_V_6b23_ml_6sh92_vog_Oli","6b23 Vest Olive (6Sh92/VOG)"
"UK3CB_TKA_O_V_6b23_ml_NDPM","6b23 Vest Navy DPM (Rifleman)"
"UK3CB_TKA_O_V_6b23_ml_NDPM_02","6b23 Vest Navy DPM (6Sh92)"
"UK3CB_TKA_O_V_6b23_ml_BLU","6b23 Vest Navy Blue (Rifleman)"
"UK3CB_TKA_O_V_6b23_ml_BLU_02","6b23 Vest Navy Blue (6Sh92)"
"UK3CB_TKA_O_V_6b23_vydra_3m_TAN","6b23 Tan (Vydra-3M)"
"UK3CB_TKA_O_V_6b23_vydra_3m_TAN_02","6b23 Tan & Air Defence Digital (Vydra-3M)"
"UK3CB_TKA_O_V_6b23_vydra_3m_ADD","6b23 Air Defence Digital (Vydra-3M)"
"UK3CB_TKA_O_V_6b23_vydra_3m_ADD_02","6b23 Air Defence Digital & Tan (Vydra-3M)"
"UK3CB_TKC_B_U_01","Clothes Robes [TKC] (1/A)"
"UK3CB_TKC_B_U_01_B","Clothes Robes [TKC] (1/B)"
"UK3CB_TKC_B_U_01_C","Clothes Robes [TKC] (1/C)"
"UK3CB_TKC_B_U_01_D","Clothes Robes [TKC] (1/D)"
"UK3CB_TKC_B_U_01_E","Clothes Robes [TKC] (1/E)"
"UK3CB_TKC_B_U_02","Clothes Robes [TKC] (2/A)"
"UK3CB_TKC_B_U_02_B","Clothes Robes [TKC] (2/B)"
"UK3CB_TKC_B_U_02_C","Clothes Robes [TKC] (2/C)"
"UK3CB_TKC_B_U_02_D","Clothes Robes [TKC] (2/D)"
"UK3CB_TKC_B_U_02_E","Clothes Robes [TKC] (2/E)"
"UK3CB_TKC_B_U_03","Clothes Robes [TKC] (3/A)"
"UK3CB_TKC_B_U_03_B","Clothes Robes [TKC] (3/B)"
"UK3CB_TKC_B_U_03_C","Clothes Robes [TKC] (3/C)"
"UK3CB_TKC_B_U_03_D","Clothes Robes [TKC] (3/D)"
"UK3CB_TKC_B_U_03_E","Clothes Robes [TKC] (3/E)"
"UK3CB_TKC_B_U_06","Clothes Robes [TKC] (4/A)"
"UK3CB_TKC_B_U_06_B","Clothes Robes [TKC] (4/B)"
"UK3CB_TKC_B_U_06_C","Clothes Robes [TKC] (4/C)"
"UK3CB_TKC_B_U_06_D","Clothes Robes [TKC] (4/D)"
"UK3CB_TKC_B_U_06_E","Clothes Robes [TKC] (4/E)"
"UK3CB_TKC_B_U_Doc","Clothes Doctor Coat (White)"
"UK3CB_TKC_B_U_Doc_B","Clothes Doctor Coat (Navy)"
"UK3CB_TKC_B_U_Doc_C","Clothes Doctor Coat (Light Blue)"
"UK3CB_TKC_B_U_Overall","Clothes Overalls (Black)"
"UK3CB_TKC_B_U_Overall_B","Clothes Overalls (Blue)"
"UK3CB_TKC_B_U_Overall_C","Clothes Overalls (Tan)"
"UK3CB_TKC_B_U_Overall_D","Clothes Overalls (Red)"
"UK3CB_TKC_B_U_Overall_E","Clothes Overalls (Grey)"
"UK3CB_TKC_B_U_Pilot_A","Clothes Overalls [Tak Air] A"
"UK3CB_TKC_B_U_Pilot_B","Clothes Overalls [Tak Air] B"
"UK3CB_TKC_C_U_01","Clothes Robes [TKC] (1/A)"
"UK3CB_TKC_C_U_01_B","Clothes Robes [TKC] (1/B)"
"UK3CB_TKC_C_U_01_C","Clothes Robes [TKC] (1/C)"
"UK3CB_TKC_C_U_01_D","Clothes Robes [TKC] (1/D)"
"UK3CB_TKC_C_U_01_E","Clothes Robes [TKC] (1/E)"
"UK3CB_TKC_C_U_02","Clothes Robes [TKC] (2/A)"
"UK3CB_TKC_C_U_02_B","Clothes Robes [TKC] (2/B)"
"UK3CB_TKC_C_U_02_C","Clothes Robes [TKC] (2/C)"
"UK3CB_TKC_C_U_02_D","Clothes Robes [TKC] (2/D)"
"UK3CB_TKC_C_U_02_E","Clothes Robes [TKC] (2/E)"
"UK3CB_TKC_C_U_03","Clothes Robes [TKC] (3/A)"
"UK3CB_TKC_C_U_03_B","Clothes Robes [TKC] (3/B)"
"UK3CB_TKC_C_U_03_C","Clothes Robes [TKC] (3/C)"
"UK3CB_TKC_C_U_03_D","Clothes Robes [TKC] (3/D)"
"UK3CB_TKC_C_U_03_E","Clothes Robes [TKC] (3/E)"
"UK3CB_TKC_C_U_06","Clothes Robes [TKC] (4/A)"
"UK3CB_TKC_C_U_06_B","Clothes Robes [TKC] (4/B)"
"UK3CB_TKC_C_U_06_C","Clothes Robes [TKC] (4/C)"
"UK3CB_TKC_C_U_06_D","Clothes Robes [TKC] (4/D)"
"UK3CB_TKC_C_U_06_E","Clothes Robes [TKC] (4/E)"
"UK3CB_TKC_C_U_Doc","Clothes Doctor Coat (White)"
"UK3CB_TKC_C_U_Doc_B","Clothes Doctor Coat (Navy)"
"UK3CB_TKC_C_U_Doc_C","Clothes Doctor Coat (Light Blue)"
"UK3CB_TKC_C_U_Overall","Clothes Overalls (Black)"
"UK3CB_TKC_C_U_Overall_B","Clothes Overalls (Blue)"
"UK3CB_TKC_C_U_Overall_C","Clothes Overalls (Tan)"
"UK3CB_TKC_C_U_Overall_D","Clothes Overalls (Red)"
"UK3CB_TKC_C_U_Overall_E","Clothes Overalls (Grey)"
"UK3CB_TKC_C_U_Pilot_A","Clothes Overalls [Tak Air] A"
"UK3CB_TKC_C_U_Pilot_B","Clothes Overalls [Tak Air] B"
"UK3CB_TKC_I_U_01","Clothes Robes [TKC] (1/A)"
"UK3CB_TKC_I_U_01_B","Clothes Robes [TKC] (1/B)"
"UK3CB_TKC_I_U_01_C","Clothes Robes [TKC] (1/C)"
"UK3CB_TKC_I_U_01_D","Clothes Robes [TKC] (1/D)"
"UK3CB_TKC_I_U_01_E","Clothes Robes [TKC] (1/E)"
"UK3CB_TKC_I_U_02","Clothes Robes [TKC] (2/A)"
"UK3CB_TKC_I_U_02_B","Clothes Robes [TKC] (2/B)"
"UK3CB_TKC_I_U_02_C","Clothes Robes [TKC] (2/C)"
"UK3CB_TKC_I_U_02_D","Clothes Robes [TKC] (2/D)"
"UK3CB_TKC_I_U_02_E","Clothes Robes [TKC] (2/E)"
"UK3CB_TKC_I_U_03","Clothes Robes [TKC] (3/A)"
"UK3CB_TKC_I_U_03_B","Clothes Robes [TKC] (3/B)"
"UK3CB_TKC_I_U_03_C","Clothes Robes [TKC] (3/C)"
"UK3CB_TKC_I_U_03_D","Clothes Robes [TKC] (3/D)"
"UK3CB_TKC_I_U_03_E","Clothes Robes [TKC] (3/E)"
"UK3CB_TKC_I_U_06","Clothes Robes [TKC] (4/A)"
"UK3CB_TKC_I_U_06_B","Clothes Robes [TKC] (4/B)"
"UK3CB_TKC_I_U_06_C","Clothes Robes [TKC] (4/C)"
"UK3CB_TKC_I_U_06_D","Clothes Robes [TKC] (4/D)"
"UK3CB_TKC_I_U_06_E","Clothes Robes [TKC] (4/E)"
"UK3CB_TKC_I_U_Doc","Clothes Doctor Coat (White)"
"UK3CB_TKC_I_U_Doc_B","Clothes Doctor Coat (Navy)"
"UK3CB_TKC_I_U_Doc_C","Clothes Doctor Coat (Light Blue)"
"UK3CB_TKC_I_U_Overall","Clothes Overalls (Black)"
"UK3CB_TKC_I_U_Overall_B","Clothes Overalls (Blue)"
"UK3CB_TKC_I_U_Overall_C","Clothes Overalls (Tan)"
"UK3CB_TKC_I_U_Overall_D","Clothes Overalls (Red)"
"UK3CB_TKC_I_U_Overall_E","Clothes Overalls (Grey)"
"UK3CB_TKC_I_U_Pilot_A","Clothes Overalls [Tak Air] A"
"UK3CB_TKC_I_U_Pilot_B","Clothes Overalls [Tak Air] B"
"UK3CB_TKC_O_U_01","Clothes Robes [TKC] (1/A)"
"UK3CB_TKC_O_U_01_B","Clothes Robes [TKC] (1/B)"
"UK3CB_TKC_O_U_01_C","Clothes Robes [TKC] (1/C)"
"UK3CB_TKC_O_U_01_D","Clothes Robes [TKC] (1/D)"
"UK3CB_TKC_O_U_01_E","Clothes Robes [TKC] (1/E)"
"UK3CB_TKC_O_U_02","Clothes Robes [TKC] (2/A)"
"UK3CB_TKC_O_U_02_B","Clothes Robes [TKC] (2/B)"
"UK3CB_TKC_O_U_02_C","Clothes Robes [TKC] (2/C)"
"UK3CB_TKC_O_U_02_D","Clothes Robes [TKC] (2/D)"
"UK3CB_TKC_O_U_02_E","Clothes Robes [TKC] (2/E)"
"UK3CB_TKC_O_U_03","Clothes Robes [TKC] (3/A)"
"UK3CB_TKC_O_U_03_B","Clothes Robes [TKC] (3/B)"
"UK3CB_TKC_O_U_03_C","Clothes Robes [TKC] (3/C)"
"UK3CB_TKC_O_U_03_D","Clothes Robes [TKC] (3/D)"
"UK3CB_TKC_O_U_03_E","Clothes Robes [TKC] (3/E)"
"UK3CB_TKC_O_U_06","Clothes Robes [TKC] (4/A)"
"UK3CB_TKC_O_U_06_B","Clothes Robes [TKC] (4/B)"
"UK3CB_TKC_O_U_06_C","Clothes Robes [TKC] (4/C)"
"UK3CB_TKC_O_U_06_D","Clothes Robes [TKC] (4/D)"
"UK3CB_TKC_O_U_06_E","Clothes Robes [TKC] (4/E)"
"UK3CB_TKC_O_U_Doc","Clothes Doctor Coat (White)"
"UK3CB_TKC_O_U_Doc_B","Clothes Doctor Coat (Navy)"
"UK3CB_TKC_O_U_Doc_C","Clothes Doctor Coat (Light Blue)"
"UK3CB_TKC_O_U_Overall","Clothes Overalls (Black)"
"UK3CB_TKC_O_U_Overall_B","Clothes Overalls (Blue)"
"UK3CB_TKC_O_U_Overall_C","Clothes Overalls (Tan)"
"UK3CB_TKC_O_U_Overall_D","Clothes Overalls (Red)"
"UK3CB_TKC_O_U_Overall_E","Clothes Overalls (Grey)"
"UK3CB_TKC_O_U_Pilot_A","Clothes Overalls [Tak Air] A"
"UK3CB_TKC_O_U_Pilot_B","Clothes Overalls [Tak Air] B"
"UK3CB_TKM_B_U_01","Clothes Militia Robes [TKM] (1/A)"
"UK3CB_TKM_B_U_01_B","Clothes Militia Robes [TKM] (1/B)"
"UK3CB_TKM_B_U_01_C","Clothes Militia Robes [TKM] (1/C)"
"UK3CB_TKM_B_U_03","Clothes Militia Robes [TKM] (2/A)"
"UK3CB_TKM_B_U_03_B","Clothes Militia Robes [TKM] (2/B)"
"UK3CB_TKM_B_U_03_C","Clothes Militia Robes [TKM] (2/C)"
"UK3CB_TKM_B_U_04","Clothes Militia Robes [TKM] (3/A)"
"UK3CB_TKM_B_U_04_B","Clothes Militia Robes [TKM] (3/B)"
"UK3CB_TKM_B_U_04_C","Clothes Militia Robes [TKM] (3/C)"
"UK3CB_TKM_B_U_05","Clothes Militia Robes [TKM] (4/A)"
"UK3CB_TKM_B_U_05_B","Clothes Militia Robes [TKM] (4/B)"
"UK3CB_TKM_B_U_05_C","Clothes Militia Robes [TKM] (4/C)"
"UK3CB_TKM_B_U_06","Clothes Militia Robes [TKM] (5/A)"
"UK3CB_TKM_B_U_06_B","Clothes Militia Robes [TKM] (5/B)"
"UK3CB_TKM_B_U_06_C","Clothes Militia Robes [TKM] (5/C)"
"UK3CB_TKM_I_U_01","Clothes Tribal Robes [TKM] (1/A)"
"UK3CB_TKM_I_U_01_B","Clothes Tribal Robes [TKM] (1/B)"
"UK3CB_TKM_I_U_01_C","Clothes Tribal Robes [TKM] (1/C)"
"UK3CB_TKM_I_U_03","Clothes Tribal Robes [TKM] (2/A)"
"UK3CB_TKM_I_U_03_B","Clothes Tribal Robes [TKM] (2/B)"
"UK3CB_TKM_I_U_03_C","Clothes Tribal Robes [TKM] (2/C)"
"UK3CB_TKM_I_U_04","Clothes Tribal Robes [TKM] (3/A)"
"UK3CB_TKM_I_U_04_B","Clothes Tribal Robes [TKM] (3/B)"
"UK3CB_TKM_I_U_04_C","Clothes Tribal Robes [TKM] (3/C)"
"UK3CB_TKM_I_U_05","Clothes Tribal Robes [TKM] (4/A)"
"UK3CB_TKM_I_U_05_B","Clothes Tribal Robes [TKM] (4/B)"
"UK3CB_TKM_I_U_05_C","Clothes Tribal Robes [TKM] (4/C)"
"UK3CB_TKM_I_U_06","Clothes Tribal Robes [TKM] (5/A)"
"UK3CB_TKM_I_U_06_B","Clothes Tribal Robes [TKM] (5/B)"
"UK3CB_TKM_I_U_06_C","Clothes Tribal Robes [TKM] (5/C)"
"UK3CB_TKM_O_U_01","Clothes Insurgent Robes [TKM] (1/A)"
"UK3CB_TKM_O_U_01_B","Clothes Insurgent Robes [TKM] (1/B)"
"UK3CB_TKM_O_U_01_C","Clothes Insurgent Robes [TKM] (1/C)"
"UK3CB_TKM_O_U_01_D","Clothes Insurgent Robes [TKM] (1/D)"
"UK3CB_TKM_O_U_03","Clothes Insurgent Robes [TKM] (2/A)"
"UK3CB_TKM_O_U_03_B","Clothes Insurgent Robes [TKM] (2/B)"
"UK3CB_TKM_O_U_03_C","Clothes Insurgent Robes [TKM] (2/C)"
"UK3CB_TKM_O_U_04","Clothes Insurgent Robes [TKM] (3/A)"
"UK3CB_TKM_O_U_04_B","Clothes Insurgent Robes [TKM] (3/B)"
"UK3CB_TKM_O_U_04_C","Clothes Insurgent Robes [TKM] (3/C)"
"UK3CB_TKM_O_U_05","Clothes Insurgent Robes [TKM] (4/A)"
"UK3CB_TKM_O_U_05_B","Clothes Insurgent Robes [TKM] (4/B)"
"UK3CB_TKM_O_U_05_C","Clothes Insurgent Robes [TKM] (4/C)"
"UK3CB_TKM_O_U_06","Clothes Insurgent Robes [TKM] (5/A)"
"UK3CB_TKM_O_U_06_B","Clothes Insurgent Robes [TKM] (5/B)"
"UK3CB_TKM_O_U_06_C","Clothes Insurgent Robes [TKM] (5/C)"
"UK3CB_TKP_B_U_CombatUniform_TAN","Combat Uniform [TKP] (Tan / Black)"
"UK3CB_TKP_B_U_QRF_CombatUniform_TAN","Combat Uniform [TKP] (Tan) A"
